punto_index,x_original,y_original,x_robot,y_robot,theta1_rad,theta2_rad,theta1_deg,theta2_deg,alcanzable
727,-5.87,6.83,9.13,6.83,-0.2,2.35,-11.64,134.68,true
728,-5.87,6.78,9.13,6.78,-0.21,2.35,-11.86,134.8,true
729,-5.86,6.74,9.14,6.74,-0.21,2.35,-12.07,134.92,true
730,-5.86,6.69,9.14,6.69,-0.21,2.36,-12.29,135.04,true
731,-5.85,6.64,9.15,6.64,-0.22,2.36,-12.51,135.15,true
732,-5.85,6.59,9.15,6.59,-0.22,2.36,-12.73,135.27,true
733,-5.84,6.54,9.16,6.54,-0.23,2.36,-12.96,135.38,true
734,-5.83,6.49,9.17,6.49,-0.23,2.36,-13.19,135.49,true
735,-5.83,6.44,9.17,6.44,-0.23,2.37,-13.42,135.59,true
736,-5.82,6.39,9.18,6.39,-0.24,2.37,-13.65,135.7,true
737,-5.81,6.35,9.19,6.35,-0.24,2.37,-13.89,135.8,true
738,-5.8,6.3,9.2,6.3,-0.25,2.37,-14.13,135.9,true
739,-5.79,6.25,9.21,6.25,-0.25,2.37,-14.37,136.0,true
740,-5.78,6.2,9.22,6.2,-0.25,2.38,-14.61,136.09,true
741,-5.77,6.15,9.23,6.15,-0.26,2.38,-14.85,136.18,true
742,-5.76,6.1,9.24,6.1,-0.26,2.38,-15.09,136.27,true
743,-5.75,6.05,9.25,6.05,-0.27,2.38,-15.34,136.36,true
744,-5.74,6.0,9.26,6.0,-0.27,2.38,-15.58,136.45,true
745,-5.73,5.95,9.27,5.95,-0.28,2.38,-15.83,136.53,true
746,-5.72,5.91,9.28,5.91,-0.28,2.38,-16.07,136.61,true
747,-5.71,5.86,9.29,5.86,-0.28,2.39,-16.32,136.69,true
748,-5.7,5.81,9.3,5.81,-0.29,2.39,-16.57,136.77,true
749,-5.69,5.76,9.31,5.76,-0.29,2.39,-16.82,136.84,true
750,-5.68,5.71,9.32,5.71,-0.3,2.39,-17.06,136.91,true
751,-5.67,5.67,9.33,5.67,-0.3,2.39,-17.31,136.98,true
752,-5.65,5.62,9.35,5.62,-0.31,2.39,-17.55,137.05,true
753,-5.64,5.57,9.36,5.57,-0.31,2.39,-17.8,137.12,true
754,-5.63,5.53,9.37,5.53,-0.31,2.39,-18.04,137.18,true
755,-5.62,5.48,9.38,5.48,-0.32,2.4,-18.29,137.25,true
756,-5.61,5.43,9.39,5.43,-0.32,2.4,-18.53,137.31,true
757,-5.59,5.39,9.41,5.39,-0.33,2.4,-18.77,137.37,true
758,-5.58,5.34,9.42,5.34,-0.33,2.4,-19.01,137.42,true
759,-5.57,5.3,9.43,5.3,-0.34,2.4,-19.25,137.48,true
760,-5.56,5.25,9.44,5.25,-0.34,2.4,-19.48,137.54,true
761,-5.55,5.21,9.45,5.21,-0.34,2.4,-19.72,137.59,true
762,-5.54,5.17,9.46,5.17,-0.35,2.4,-19.95,137.64,true
763,-5.53,5.12,9.47,5.12,-0.35,2.4,-20.18,137.69,true
764,-5.51,5.08,9.49,5.08,-0.36,2.4,-20.4,137.74,true
765,-5.5,5.04,9.5,5.04,-0.36,2.4,-20.63,137.79,true
766,-5.49,5.0,9.51,5.0,-0.36,2.41,-20.85,137.84,true
767,-5.48,4.96,9.52,4.96,-0.37,2.41,-21.07,137.89,true
768,-5.47,4.92,9.53,4.92,-0.37,2.41,-21.28,137.93,true
769,-5.46,4.88,9.54,4.88,-0.38,2.41,-21.49,137.98,true
770,-5.46,4.84,9.54,4.84,-0.38,2.41,-21.7,138.02,true
771,-5.45,4.8,9.55,4.8,-0.38,2.41,-21.9,138.07,true
772,-5.44,4.76,9.56,4.76,-0.39,2.41,-22.1,138.11,true
773,-5.43,4.73,9.57,4.73,-0.39,2.41,-22.3,138.16,true
774,-5.42,4.69,9.58,4.69,-0.39,2.41,-22.49,138.2,true
775,-5.42,4.66,9.58,4.66,-0.4,2.41,-22.68,138.25,true
776,-5.41,4.62,9.59,4.62,-0.4,2.41,-22.87,138.29,true
777,-5.4,4.59,9.6,4.59,-0.4,2.41,-23.05,138.34,true
778,-5.4,4.55,9.6,4.55,-0.41,2.42,-23.23,138.38,true
779,-5.39,4.52,9.61,4.52,-0.41,2.42,-23.4,138.43,true
780,-5.39,4.49,9.61,4.49,-0.41,2.42,-23.57,138.48,true
781,-5.39,4.46,9.61,4.46,-0.41,2.42,-23.73,138.53,true
782,-5.38,4.42,9.62,4.42,-0.42,2.42,-23.89,138.57,true
783,-5.38,4.39,9.62,4.39,-0.42,2.42,-24.04,138.62,true
784,-5.38,4.36,9.62,4.36,-0.42,2.42,-24.19,138.67,true
785,-5.38,4.34,9.62,4.34,-0.42,2.42,-24.33,138.73,true
786,-5.38,4.31,9.62,4.31,-0.43,2.42,-24.47,138.78,true
787,-5.38,4.28,9.62,4.28,-0.43,2.42,-24.61,138.84,true
788,-5.38,4.25,9.62,4.25,-0.43,2.42,-24.74,138.89,true
789,-5.38,4.23,9.62,4.23,-0.43,2.43,-24.86,138.95,true
790,-5.38,4.2,9.62,4.2,-0.44,2.43,-24.98,139.01,true
791,-5.39,4.18,9.61,4.18,-0.44,2.43,-25.1,139.07,true
792,-5.39,4.15,9.61,4.15,-0.44,2.43,-25.2,139.14,true
793,-5.4,4.13,9.6,4.13,-0.44,2.43,-25.31,139.2,true
794,-5.4,4.11,9.6,4.11,-0.44,2.43,-25.41,139.27,true
795,-5.41,4.09,9.59,4.09,-0.45,2.43,-25.5,139.34,true
796,-5.42,4.07,9.58,4.07,-0.45,2.43,-25.59,139.41,true
797,-5.43,4.05,9.57,4.05,-0.45,2.43,-25.67,139.49,true
798,-5.43,4.03,9.57,4.03,-0.45,2.44,-25.75,139.57,true
799,-5.44,4.01,9.56,4.01,-0.45,2.44,-25.82,139.65,true
800,-5.46,3.99,9.54,3.99,-0.45,2.44,-25.89,139.73,true
801,-5.47,3.97,9.53,3.97,-0.45,2.44,-25.95,139.81,true
802,-5.48,3.96,9.52,3.96,-0.45,2.44,-26.01,139.9,true
803,-5.49,3.94,9.51,3.94,-0.45,2.44,-26.06,139.99,true
804,-5.51,3.92,9.49,3.92,-0.46,2.44,-26.1,140.09,true
805,-5.53,3.91,9.47,3.91,-0.46,2.45,-26.15,140.18,true
806,-5.54,3.89,9.46,3.89,-0.46,2.45,-26.18,140.28,true
807,-5.56,3.88,9.44,3.88,-0.46,2.45,-26.21,140.38,true
808,-5.58,3.87,9.42,3.87,-0.46,2.45,-26.24,140.49,true
809,-5.6,3.86,9.4,3.86,-0.46,2.45,-26.25,140.6,true
810,-5.62,3.84,9.38,3.84,-0.46,2.46,-26.27,140.71,true
811,-5.64,3.83,9.36,3.83,-0.46,2.46,-26.28,140.82,true
812,-5.66,3.82,9.34,3.82,-0.46,2.46,-26.28,140.94,true
813,-5.68,3.81,9.32,3.81,-0.46,2.46,-26.28,141.06,true
814,-5.71,3.8,9.29,3.8,-0.46,2.46,-26.27,141.19,true
815,-5.73,3.79,9.27,3.79,-0.46,2.47,-26.26,141.31,true
816,-5.76,3.78,9.24,3.78,-0.46,2.47,-26.24,141.44,true
817,-5.79,3.77,9.21,3.77,-0.46,2.47,-26.22,141.58,true
818,-5.81,3.77,9.19,3.77,-0.46,2.47,-26.2,141.71,true
819,-5.84,3.76,9.16,3.76,-0.46,2.48,-26.16,141.85,true
820,-5.87,3.75,9.13,3.75,-0.46,2.48,-26.13,142.0,true
821,-5.9,3.75,9.1,3.75,-0.46,2.48,-26.08,142.14,true
822,-5.93,3.74,9.07,3.74,-0.45,2.48,-26.04,142.29,true
823,-5.96,3.73,9.04,3.73,-0.45,2.49,-25.98,142.45,true
824,-6.0,3.73,9.0,3.73,-0.45,2.49,-25.93,142.6,true
825,-6.03,3.72,8.97,3.72,-0.45,2.49,-25.87,142.76,true
826,-6.07,3.72,8.93,3.72,-0.45,2.49,-25.8,142.92,true
827,-6.1,3.71,8.9,3.71,-0.45,2.5,-25.73,143.09,true
828,-6.14,3.71,8.86,3.71,-0.45,2.5,-25.65,143.25,true
829,-6.17,3.7,8.83,3.7,-0.45,2.5,-25.57,143.42,true
830,-6.21,3.7,8.79,3.7,-0.44,2.51,-25.49,143.6,true
831,-6.25,3.7,8.75,3.7,-0.44,2.51,-25.4,143.77,true
832,-6.29,3.69,8.71,3.69,-0.44,2.51,-25.3,143.95,true
833,-6.33,3.69,8.67,3.69,-0.44,2.52,-25.2,144.14,true
834,-6.37,3.69,8.63,3.69,-0.44,2.52,-25.1,144.32,true
835,-6.41,3.68,8.59,3.68,-0.44,2.52,-24.99,144.51,true
836,-6.45,3.68,8.55,3.68,-0.43,2.53,-24.88,144.7,true
837,-6.49,3.68,8.51,3.68,-0.43,2.53,-24.76,144.89,true
838,-6.54,3.67,8.46,3.67,-0.43,2.53,-24.64,145.08,true
839,-6.58,3.67,8.42,3.67,-0.43,2.54,-24.52,145.28,true
840,-6.62,3.67,8.38,3.67,-0.43,2.54,-24.39,145.48,true
841,-6.67,3.67,8.33,3.67,-0.42,2.54,-24.26,145.68,true
842,-6.71,3.66,8.29,3.66,-0.42,2.55,-24.12,145.89,true
843,-6.76,3.66,8.24,3.66,-0.42,2.55,-23.98,146.09,true
844,-6.81,3.66,8.19,3.66,-0.42,2.55,-23.84,146.3,true
845,-6.85,3.66,8.15,3.66,-0.41,2.56,-23.69,146.51,true
846,-6.9,3.65,8.1,3.65,-0.41,2.56,-23.54,146.72,true
847,-6.95,3.65,8.05,3.65,-0.41,2.56,-23.38,146.94,true
848,-6.99,3.65,8.01,3.65,-0.41,2.57,-23.23,147.15,true
849,-7.04,3.64,7.96,3.64,-0.4,2.57,-23.06,147.37,true
850,-7.09,3.64,7.91,3.64,-0.4,2.58,-22.9,147.59,true
851,-7.14,3.64,7.86,3.64,-0.4,2.58,-22.73,147.81,true
852,-7.19,3.63,7.81,3.63,-0.39,2.58,-22.56,148.03,true
853,-7.24,3.63,7.76,3.63,-0.39,2.59,-22.39,148.26,true
854,-7.29,3.63,7.71,3.63,-0.39,2.59,-22.21,148.48,true
855,-7.34,3.62,7.66,3.62,-0.38,2.6,-22.03,148.71,true
856,-7.38,3.62,7.62,3.62,-0.38,2.6,-21.85,148.93,true
857,-7.43,3.61,7.57,3.61,-0.38,2.6,-21.67,149.16,true
858,-7.48,3.61,7.52,3.61,-0.37,2.61,-21.49,149.39,true
859,-7.53,3.6,7.47,3.6,-0.37,2.61,-21.3,149.62,true
860,-7.58,3.6,7.42,3.6,-0.37,2.62,-21.11,149.85,true
861,-7.63,3.59,7.37,3.59,-0.37,2.62,-20.92,150.08,true
862,-7.68,3.59,7.32,3.59,-0.36,2.62,-20.72,150.31,true
863,-7.73,3.58,7.27,3.58,-0.36,2.63,-20.53,150.55,true
864,-7.78,3.57,7.22,3.57,-0.35,2.63,-20.33,150.78,true
865,-7.83,3.57,7.17,3.57,-0.35,2.64,-20.14,151.01,true
866,-7.88,3.56,7.12,3.56,-0.35,2.64,-19.94,151.25,true
867,-7.93,3.55,7.07,3.55,-0.34,2.64,-19.74,151.48,true
868,-7.98,3.54,7.02,3.54,-0.34,2.65,-19.54,151.71,true
869,-8.03,3.53,6.97,3.53,-0.34,2.65,-19.34,151.95,true
870,-8.07,3.52,6.93,3.52,-0.33,2.66,-19.14,152.18,true
871,-8.12,3.51,6.88,3.51,-0.33,2.66,-18.94,152.41,true
872,-8.17,3.51,6.83,3.51,-0.33,2.66,-18.74,152.65,true
873,-8.22,3.49,6.78,3.49,-0.32,2.67,-18.54,152.88,true
874,-8.26,3.48,6.74,3.48,-0.32,2.67,-18.34,153.11,true
875,-8.31,3.47,6.69,3.47,-0.32,2.68,-18.14,153.35,true
876,-8.36,3.46,6.64,3.46,-0.31,2.68,-17.95,153.58,true
877,-8.4,3.45,6.6,3.45,-0.31,2.68,-17.75,153.81,true
878,-8.45,3.44,6.55,3.44,-0.31,2.69,-17.55,154.04,true
879,-8.49,3.42,6.51,3.42,-0.3,2.69,-17.36,154.27,true
880,-8.54,3.41,6.46,3.41,-0.3,2.7,-17.17,154.5,true
881,-8.58,3.4,6.42,3.4,-0.3,2.7,-16.98,154.73,true
882,-8.62,3.38,6.38,3.38,-0.29,2.7,-16.79,154.95,true
883,-8.66,3.37,6.34,3.37,-0.29,2.71,-16.6,155.18,true
884,-8.71,3.35,6.29,3.35,-0.29,2.71,-16.42,155.4,true
885,-8.75,3.34,6.25,3.34,-0.28,2.72,-16.24,155.63,true
886,-8.79,3.32,6.21,3.32,-0.28,2.72,-16.06,155.85,true
887,-8.83,3.3,6.17,3.3,-0.28,2.72,-15.89,156.07,true
888,-8.87,3.29,6.13,3.29,-0.27,2.73,-15.72,156.29,true
889,-8.91,3.27,6.09,3.27,-0.27,2.73,-15.55,156.51,true
890,-8.94,3.25,6.06,3.25,-0.27,2.74,-15.39,156.72,true
891,-8.98,3.23,6.02,3.23,-0.27,2.74,-15.24,156.94,true
892,-9.02,3.21,5.98,3.21,-0.26,2.74,-15.08,157.15,true
893,-9.05,3.19,5.95,3.19,-0.26,2.75,-14.93,157.36,true
894,-9.09,3.17,5.91,3.17,-0.26,2.75,-14.79,157.57,true
895,-9.12,3.15,5.88,3.15,-0.26,2.75,-14.65,157.77,true
896,-9.15,3.13,5.85,3.13,-0.25,2.76,-14.52,157.98,true
897,-9.18,3.11,5.82,3.11,-0.25,2.76,-14.39,158.18,true
898,-9.22,3.09,5.78,3.09,-0.25,2.76,-14.27,158.38,true
899,-9.25,3.07,5.75,3.07,-0.25,2.77,-14.16,158.58,true
900,-9.27,3.05,5.73,3.05,-0.25,2.77,-14.05,158.77,true
901,-9.3,3.02,5.7,3.02,-0.24,2.77,-13.95,158.97,true
902,-9.33,3.0,5.67,3.0,-0.24,2.78,-13.86,159.16,true
903,-9.36,2.98,5.64,2.98,-0.24,2.78,-13.77,159.34,true
904,-9.38,2.95,5.62,2.95,-0.24,2.78,-13.69,159.53,true
905,-9.41,2.93,5.59,2.93,-0.24,2.79,-13.62,159.71,true
906,-9.43,2.9,5.57,2.9,-0.24,2.79,-13.56,159.89,true
907,-9.46,2.88,5.54,2.88,-0.24,2.79,-13.51,160.06,true
908,-9.48,2.85,5.52,2.85,-0.23,2.8,-13.46,160.24,true
909,-9.5,2.82,5.5,2.82,-0.23,2.8,-13.42,160.41,true
910,-9.52,2.8,5.48,2.8,-0.23,2.8,-13.39,160.57,true
911,-9.54,2.77,5.46,2.77,-0.23,2.81,-13.37,160.73,true
912,-9.56,2.74,5.44,2.74,-0.23,2.81,-13.36,160.89,true
913,-9.58,2.72,5.42,2.72,-0.23,2.81,-13.36,161.05,true
914,-9.59,2.69,5.41,2.69,-0.23,2.81,-13.37,161.2,true
915,-9.61,2.66,5.39,2.66,-0.23,2.82,-13.39,161.35,true
916,-9.62,2.63,5.38,2.63,-0.23,2.82,-13.41,161.5,true
917,-9.64,2.6,5.36,2.6,-0.23,2.82,-13.45,161.64,true
918,-9.65,2.57,5.35,2.57,-0.24,2.82,-13.5,161.78,true
919,-9.66,2.55,5.34,2.55,-0.24,2.83,-13.56,161.91,true
920,-9.67,2.52,5.33,2.52,-0.24,2.83,-13.63,162.04,true
921,-9.68,2.49,5.32,2.49,-0.24,2.83,-13.71,162.17,true
922,-9.69,2.46,5.31,2.46,-0.24,2.83,-13.79,162.29,true
923,-9.7,2.43,5.3,2.43,-0.24,2.83,-13.89,162.41,true
924,-9.71,2.4,5.29,2.4,-0.24,2.84,-14.0,162.52,true
925,-9.72,2.36,5.28,2.36,-0.25,2.84,-14.12,162.63,true
926,-9.72,2.33,5.28,2.33,-0.25,2.84,-14.26,162.73,true
927,-9.73,2.3,5.27,2.3,-0.25,2.84,-14.4,162.83,true
928,-9.73,2.27,5.27,2.27,-0.25,2.84,-14.55,162.93,true
929,-9.74,2.24,5.26,2.24,-0.26,2.85,-14.71,163.02,true
930,-9.74,2.21,5.26,2.21,-0.26,2.85,-14.89,163.11,true
931,-9.74,2.18,5.26,2.18,-0.26,2.85,-15.07,163.19,true
932,-9.74,2.15,5.26,2.15,-0.27,2.85,-15.26,163.27,true
933,-9.74,2.11,5.26,2.11,-0.27,2.85,-15.47,163.35,true
934,-9.74,2.08,5.26,2.08,-0.27,2.85,-15.68,163.42,true
935,-9.74,2.05,5.26,2.05,-0.28,2.85,-15.91,163.48,true
936,-9.74,2.02,5.26,2.02,-0.28,2.85,-16.14,163.54,true
937,-9.74,1.98,5.26,1.98,-0.29,2.86,-16.38,163.6,true
938,-9.74,1.95,5.26,1.95,-0.29,2.86,-16.63,163.65,true
939,-9.73,1.92,5.27,1.92,-0.29,2.86,-16.89,163.7,true
940,-9.73,1.89,5.27,1.89,-0.3,2.86,-17.16,163.74,true
941,-9.72,1.85,5.28,1.85,-0.3,2.86,-17.44,163.78,true
942,-9.72,1.82,5.28,1.82,-0.31,2.86,-17.73,163.82,true
943,-9.71,1.79,5.29,1.79,-0.31,2.86,-18.02,163.85,true
944,-9.71,1.76,5.29,1.76,-0.32,2.86,-18.32,163.88,true
945,-9.7,1.72,5.3,1.72,-0.33,2.86,-18.63,163.9,true
946,-9.69,1.69,5.31,1.69,-0.33,2.86,-18.95,163.92,true
947,-9.69,1.66,5.31,1.66,-0.34,2.86,-19.27,163.94,true
948,-9.68,1.63,5.32,1.63,-0.34,2.86,-19.6,163.95,true
949,-9.67,1.59,5.33,1.59,-0.35,2.86,-19.93,163.96,true
950,-9.66,1.56,5.34,1.56,-0.35,2.86,-20.27,163.97,true
951,-9.65,1.53,5.35,1.53,-0.36,2.86,-20.61,163.97,true
952,-9.64,1.5,5.36,1.5,-0.37,2.86,-20.96,163.97,true
953,-9.63,1.46,5.37,1.46,-0.37,2.86,-21.32,163.97,true
954,-9.62,1.43,5.38,1.43,-0.38,2.86,-21.67,163.96,true
955,-9.61,1.4,5.39,1.4,-0.38,2.86,-22.03,163.95,true
956,-9.6,1.37,5.4,1.37,-0.39,2.86,-22.4,163.94,true
957,-9.59,1.33,5.41,1.33,-0.4,2.86,-22.77,163.92,true
958,-9.58,1.3,5.42,1.3,-0.4,2.86,-23.14,163.91,true
959,-9.57,1.27,5.43,1.27,-0.41,2.86,-23.51,163.89,true
960,-9.56,1.24,5.44,1.24,-0.42,2.86,-23.88,163.87,true
961,-9.55,1.21,5.45,1.21,-0.42,2.86,-24.26,163.84,true
962,-9.54,1.17,5.46,1.17,-0.43,2.86,-24.63,163.82,true
963,-9.53,1.14,5.47,1.14,-0.44,2.86,-25.01,163.79,true
964,-9.52,1.11,5.48,1.11,-0.44,2.86,-25.38,163.76,true
965,-9.5,1.08,5.5,1.08,-0.45,2.86,-25.76,163.74,true
966,-9.49,1.05,5.51,1.05,-0.46,2.86,-26.14,163.7,true
967,-9.48,1.02,5.52,1.02,-0.46,2.86,-26.52,163.67,true
968,-9.47,0.99,5.53,0.99,-0.47,2.86,-26.89,163.64,true
969,-9.46,0.95,5.54,0.95,-0.48,2.86,-27.27,163.61,true
970,-9.45,0.92,5.55,0.92,-0.48,2.85,-27.64,163.57,true
971,-9.44,0.89,5.56,0.89,-0.49,2.85,-28.01,163.54,true
972,-9.43,0.86,5.57,0.86,-0.5,2.85,-28.39,163.5,true
973,-9.42,0.83,5.58,0.83,-0.5,2.85,-28.75,163.47,true
974,-9.41,0.8,5.59,0.8,-0.51,2.85,-29.12,163.43,true
975,-9.4,0.77,5.6,0.77,-0.51,2.85,-29.49,163.4,true
976,-9.39,0.74,5.61,0.74,-0.52,2.85,-29.85,163.37,true
977,-9.38,0.71,5.62,0.71,-0.53,2.85,-30.21,163.33,true
978,-9.37,0.68,5.63,0.68,-0.53,2.85,-30.57,163.3,true
979,-9.36,0.65,5.64,0.65,-0.54,2.85,-30.92,163.26,true
980,-9.35,0.62,5.65,0.62,-0.55,2.85,-31.28,163.23,true
981,-9.34,0.59,5.66,0.59,-0.55,2.85,-31.62,163.2,true
982,-9.33,0.56,5.67,0.56,-0.56,2.85,-31.97,163.17,true
983,-9.32,0.53,5.68,0.53,-0.56,2.85,-32.31,163.14,true
984,-9.31,0.5,5.69,0.5,-0.57,2.85,-32.65,163.11,true
985,-9.31,0.47,5.69,0.47,-0.58,2.85,-32.99,163.08,true
986,-9.3,0.44,5.7,0.44,-0.58,2.85,-33.33,163.05,true
987,-9.29,0.41,5.71,0.41,-0.59,2.85,-33.66,163.03,true
988,-9.29,0.38,5.71,0.38,-0.59,2.84,-33.99,163.0,true
989,-9.28,0.35,5.72,0.35,-0.6,2.84,-34.31,162.98,true
990,-9.28,0.32,5.72,0.32,-0.6,2.84,-34.63,162.96,true
991,-9.27,0.29,5.73,0.29,-0.61,2.84,-34.95,162.94,true
992,-9.27,0.26,5.73,0.26,-0.62,2.84,-35.27,162.92,true
993,-9.26,0.23,5.74,0.23,-0.62,2.84,-35.58,162.91,true
994,-9.26,0.2,5.74,0.2,-0.63,2.84,-35.89,162.89,true
995,-9.26,0.17,5.74,0.17,-0.63,2.84,-36.19,162.88,true
996,-9.25,0.15,5.75,0.15,-0.64,2.84,-36.5,162.87,true
997,-9.25,0.12,5.75,0.12,-0.64,2.84,-36.8,162.86,true
998,-9.25,0.09,5.75,0.09,-0.65,2.84,-37.1,162.86,true
999,-9.25,0.06,5.75,0.06,-0.65,2.84,-37.39,162.85,true
1000,-9.25,0.03,5.75,0.03,-0.66,2.84,-37.68,162.85,true
1001,-9.25,0.0,5.75,0.0,-0.66,2.84,-37.98,162.85,true
1002,-9.25,-0.03,5.75,-0.03,-0.67,2.84,-38.26,162.85,true
1003,-9.25,-0.06,5.75,-0.06,-0.67,2.84,-38.55,162.85,true
1004,-9.25,-0.09,5.75,-0.09,-0.68,2.84,-38.83,162.86,true
1005,-9.25,-0.12,5.75,-0.12,-0.68,2.84,-39.12,162.86,true
1006,-9.25,-0.15,5.75,-0.15,-0.69,2.84,-39.4,162.87,true
1007,-9.26,-0.17,5.74,-0.17,-0.69,2.84,-39.67,162.88,true
1008,-9.26,-0.2,5.74,-0.2,-0.7,2.84,-39.95,162.89,true
1009,-9.26,-0.23,5.74,-0.23,-0.7,2.84,-40.23,162.91,true
1010,-9.27,-0.26,5.73,-0.26,-0.71,2.84,-40.5,162.92,true
1011,-9.27,-0.29,5.73,-0.29,-0.71,2.84,-40.77,162.94,true
1012,-9.28,-0.32,5.72,-0.32,-0.72,2.84,-41.05,162.96,true
1013,-9.28,-0.35,5.72,-0.35,-0.72,2.84,-41.32,162.98,true
1014,-9.29,-0.38,5.71,-0.38,-0.73,2.84,-41.59,163.0,true
1015,-9.29,-0.41,5.71,-0.41,-0.73,2.85,-41.86,163.03,true
1016,-9.3,-0.44,5.7,-0.44,-0.74,2.85,-42.13,163.05,true
1017,-9.31,-0.47,5.69,-0.47,-0.74,2.85,-42.4,163.08,true
1018,-9.31,-0.5,5.69,-0.5,-0.74,2.85,-42.67,163.11,true
1019,-9.32,-0.53,5.68,-0.53,-0.75,2.85,-42.94,163.14,true
1020,-9.33,-0.56,5.67,-0.56,-0.75,2.85,-43.21,163.17,true
1021,-9.34,-0.59,5.66,-0.59,-0.76,2.85,-43.48,163.2,true
1022,-9.35,-0.62,5.65,-0.62,-0.76,2.85,-43.75,163.23,true
1023,-9.36,-0.65,5.64,-0.65,-0.77,2.85,-44.02,163.26,true
1024,-9.37,-0.68,5.63,-0.68,-0.77,2.85,-44.29,163.3,true
1025,-9.38,-0.71,5.62,-0.71,-0.78,2.85,-44.56,163.33,true
1026,-9.39,-0.74,5.61,-0.74,-0.78,2.85,-44.84,163.37,true
1027,-9.4,-0.77,5.6,-0.77,-0.79,2.85,-45.11,163.4,true
1028,-9.41,-0.8,5.59,-0.8,-0.79,2.85,-45.39,163.43,true
1029,-9.42,-0.83,5.58,-0.83,-0.8,2.85,-45.67,163.47,true
1030,-9.43,-0.86,5.57,-0.86,-0.8,2.85,-45.95,163.5,true
1031,-9.44,-0.89,5.56,-0.89,-0.81,2.85,-46.24,163.54,true
1032,-9.45,-0.92,5.55,-0.92,-0.81,2.85,-46.52,163.57,true
1033,-9.46,-0.95,5.54,-0.95,-0.82,2.86,-46.81,163.61,true
1034,-9.47,-0.99,5.53,-0.99,-0.82,2.86,-47.1,163.64,true
1035,-9.48,-1.02,5.52,-1.02,-0.83,2.86,-47.39,163.67,true
1036,-9.49,-1.05,5.51,-1.05,-0.83,2.86,-47.69,163.7,true
1037,-9.5,-1.08,5.5,-1.08,-0.84,2.86,-47.99,163.74,true
1038,-9.52,-1.11,5.48,-1.11,-0.84,2.86,-48.29,163.76,true
1039,-9.53,-1.14,5.47,-1.14,-0.85,2.86,-48.6,163.79,true
1040,-9.54,-1.17,5.46,-1.17,-0.85,2.86,-48.9,163.82,true
1041,-9.55,-1.21,5.45,-1.21,-0.86,2.86,-49.21,163.84,true
1042,-9.56,-1.24,5.44,-1.24,-0.86,2.86,-49.53,163.87,true
1043,-9.57,-1.27,5.43,-1.27,-0.87,2.86,-49.85,163.89,true
1044,-9.58,-1.3,5.42,-1.3,-0.88,2.86,-50.17,163.91,true
1045,-9.59,-1.33,5.41,-1.33,-0.88,2.86,-50.5,163.92,true
1046,-9.6,-1.37,5.4,-1.37,-0.89,2.86,-50.82,163.94,true
1047,-9.61,-1.4,5.39,-1.4,-0.89,2.86,-51.16,163.95,true
1048,-9.62,-1.43,5.38,-1.43,-0.9,2.86,-51.49,163.96,true
1049,-9.63,-1.46,5.37,-1.46,-0.9,2.86,-51.83,163.97,true
1050,-9.64,-1.5,5.36,-1.5,-0.91,2.86,-52.18,163.97,true
1051,-9.65,-1.53,5.35,-1.53,-0.92,2.86,-52.53,163.97,true
1052,-9.66,-1.56,5.34,-1.56,-0.92,2.86,-52.88,163.97,true
1053,-9.67,-1.59,5.33,-1.59,-0.93,2.86,-53.23,163.96,true
1054,-9.68,-1.63,5.32,-1.63,-0.94,2.86,-53.59,163.95,true
1055,-9.69,-1.66,5.31,-1.66,-0.94,2.86,-53.95,163.94,true
1056,-9.69,-1.69,5.31,-1.69,-0.95,2.86,-54.32,163.92,true
1057,-9.7,-1.72,5.3,-1.72,-0.95,2.86,-54.68,163.9,true
1058,-9.71,-1.76,5.29,-1.76,-0.96,2.86,-55.06,163.88,true
1059,-9.71,-1.79,5.29,-1.79,-0.97,2.86,-55.43,163.85,true
1060,-9.72,-1.82,5.28,-1.82,-0.97,2.86,-55.8,163.82,true
1061,-9.72,-1.85,5.28,-1.85,-0.98,2.86,-56.18,163.78,true
1062,-9.73,-1.89,5.27,-1.89,-0.99,2.86,-56.56,163.74,true
1063,-9.73,-1.92,5.27,-1.92,-0.99,2.86,-56.95,163.7,true
1064,-9.74,-1.95,5.26,-1.95,-1.0,2.86,-57.33,163.65,true
1065,-9.74,-1.98,5.26,-1.98,-1.01,2.86,-57.72,163.6,true
1066,-9.74,-2.02,5.26,-2.02,-1.01,2.85,-58.1,163.54,true
1067,-9.74,-2.05,5.26,-2.05,-1.02,2.85,-58.49,163.48,true
1068,-9.74,-2.08,5.26,-2.08,-1.03,2.85,-58.88,163.42,true
1069,-9.74,-2.11,5.26,-2.11,-1.03,2.85,-59.27,163.35,true
1070,-9.74,-2.15,5.26,-2.15,-1.04,2.85,-59.66,163.27,true
1071,-9.74,-2.18,5.26,-2.18,-1.05,2.85,-60.05,163.19,true
1072,-9.74,-2.21,5.26,-2.21,-1.05,2.85,-60.43,163.11,true
1073,-9.74,-2.24,5.26,-2.24,-1.06,2.85,-60.82,163.02,true
1074,-9.73,-2.27,5.27,-2.27,-1.07,2.84,-61.2,162.93,true
1075,-9.73,-2.3,5.27,-2.3,-1.07,2.84,-61.59,162.83,true
1076,-9.72,-2.33,5.28,-2.33,-1.08,2.84,-61.97,162.73,true
1077,-9.72,-2.36,5.28,-2.36,-1.09,2.84,-62.34,162.63,true
